EE UID,Client ID,Destination,first_datenum,last_datenum,first_m,last_m,first_year,last_year,diffdays,Client Age at Entry,Client Gender,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,Length of Stay in Previous Place(1934),Housing Status(2703),Prior Living Situation(43)
872630,72612,"Staying or living with family, temporary tenure (HUD)",2017-03-13,2017-04-04,3,4.0,2017,2017.0,22.0,56.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
872631,445768,"Staying or living with family, temporary tenure (HUD)",2017-03-13,2017-03-14,3,3.0,2017,2017.0,1.0,20.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD)
872632,178161,"Staying or living with family, temporary tenure (HUD)",2017-03-13,2017-03-15,3,3.0,2017,2017.0,2.0,42.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),,,
872633,451207,Place not meant for habitation (HUD),2017-03-14,2017-10-09,3,10.0,2017,2017.0,209.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
872634,168456,"Staying or living with family, temporary tenure (HUD)",2017-03-15,2017-03-21,3,3.0,2017,2017.0,6.0,45.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
872635,423991,"Rental by client, with other ongoing housing subsidy (HUD)",2017-03-11,2017-06-27,3,6.0,2017,2017.0,108.0,49.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
872636,169422,"Staying or living with family, permanent tenure (HUD)",2017-03-15,2017-06-19,3,6.0,2017,2017.0,96.0,33.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
872639,444572,"Staying or living with family, temporary tenure (HUD)",2017-03-19,2017-03-20,3,3.0,2017,2017.0,1.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
872641,143273,"Staying or living with family, temporary tenure (HUD)",2017-03-19,2017-03-20,3,3.0,2017,2017.0,1.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
873148,229312,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-03-27,3,3.0,2017,2017.0,7.0,45.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),,,
873149,447217,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-03-30,3,3.0,2017,2017.0,10.0,47.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD)
873150,184846,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-03-23,3,3.0,2017,2017.0,3.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
873151,450720,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-03-28,3,3.0,2017,2017.0,8.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
873153,446392,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-04-02,3,4.0,2017,2017.0,13.0,23.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
873154,387175,No exit interview completed (HUD),2017-03-10,2017-08-22,3,8.0,2017,2017.0,165.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
873155,165623,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-03-30,3,3.0,2017,2017.0,19.0,55.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
873156,271159,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-04-20,3,4.0,2017,2017.0,31.0,30.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
873157,208057,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-04-11,3,4.0,2017,2017.0,22.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
873158,426301,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-05-10,3,5.0,2017,2017.0,60.0,50.0,Female,Female,White (HUD),Hispanic/Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
873159,450723,"Staying or living with family, temporary tenure (HUD)",2017-03-12,2017-11-21,3,11.0,2017,2017.0,254.0,54.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
873160,401982,"Staying or living with family, temporary tenure (HUD)",2017-03-13,2017-03-21,3,3.0,2017,2017.0,8.0,70.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
873162,448686,"Staying or living with family, temporary tenure (HUD)",2017-03-14,2017-03-28,3,3.0,2017,2017.0,14.0,28.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
873165,416884,"Staying or living with family, temporary tenure (HUD)",2017-03-13,2017-03-19,3,3.0,2017,2017.0,6.0,19.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
873166,451491,Hospital or other residential non-psychiatric medical facility (HUD),2017-03-17,2017-03-27,3,3.0,2017,2017.0,10.0,47.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
873172,175165,"Staying or living with family, temporary tenure (HUD)",2017-03-17,2017-03-21,3,3.0,2017,2017.0,4.0,38.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),,,
873173,444175,"Staying or living with family, temporary tenure (HUD)",2017-03-20,2017-06-19,3,6.0,2017,2017.0,91.0,26.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
873645,421416,"Staying or living with family, temporary tenure (HUD)",2017-03-21,2017-04-10,3,4.0,2017,2017.0,20.0,19.0,Male,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
873646,445768,"Staying or living with family, temporary tenure (HUD)",2017-03-21,2017-03-30,3,3.0,2017,2017.0,9.0,20.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD)
873647,451676,Residential project or halfway house with no homeless criteria (HUD),2017-03-07,2018-03-20,3,3.0,2017,2018.0,378.0,20.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
873648,407414,Hospital or other residential non-psychiatric medical facility (HUD),2017-03-21,2017-04-03,3,4.0,2017,2017.0,13.0,61.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, with other ongoing housing subsidy (HUD)"
873650,227895,"Rental by client, no ongoing housing subsidy (HUD)",2017-03-20,2017-11-06,3,11.0,2017,2017.0,231.0,26.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
874085,451797,"Staying or living with family, temporary tenure (HUD)",2017-03-22,2017-04-03,3,4.0,2017,2017.0,12.0,60.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
874086,451796,"Staying or living with family, temporary tenure (HUD)",2017-03-22,2017-04-03,3,4.0,2017,2017.0,12.0,50.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
874089,344697,"Staying or living with family, temporary tenure (HUD)",2017-03-22,2017-03-27,3,3.0,2017,2017.0,5.0,48.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
874092,224220,"Staying or living with family, temporary tenure (HUD)",2017-03-22,2017-05-08,3,5.0,2017,2017.0,47.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
874612,335270,"Staying or living with family, temporary tenure (HUD)",2017-03-23,2017-04-02,3,4.0,2017,2017.0,10.0,57.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
874613,451900,"Staying or living with family, temporary tenure (HUD)",2017-03-23,2017-03-27,3,3.0,2017,2017.0,4.0,46.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
874614,147927,No exit interview completed (HUD),2017-03-23,2018-03-02,3,3.0,2017,2018.0,344.0,28.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
874615,451902,"Staying or living with family, temporary tenure (HUD)",2017-03-23,2017-04-03,3,4.0,2017,2017.0,11.0,31.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
874616,451901,"Rental by client, no ongoing housing subsidy (HUD)",2017-03-23,2017-12-14,3,12.0,2017,2017.0,266.0,45.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Owned by client, no ongoing housing subsidy (HUD)"
875585,421434,Data not collected (HUD),2017-03-23,2017-03-26,3,3.0,2017,2017.0,3.0,49.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
875587,436663,Place not meant for habitation (HUD),2017-03-23,2017-07-21,3,7.0,2017,2017.0,120.0,29.0,Female,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
875588,444974,"Staying or living with family, temporary tenure (HUD)",2017-03-26,2017-06-28,3,6.0,2017,2017.0,94.0,28.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
876041,124817,"Staying or living with family, temporary tenure (HUD)",2017-03-27,2017-03-29,3,3.0,2017,2017.0,2.0,57.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
876044,301864,"Staying or living with family, temporary tenure (HUD)",2017-03-27,2017-06-20,3,6.0,2017,2017.0,85.0,34.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
876045,452111,"Rental by client, no ongoing housing subsidy (HUD)",2017-03-27,2017-08-15,3,8.0,2017,2017.0,141.0,26.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
876046,200794,"Staying or living with family, temporary tenure (HUD)",2017-03-27,2017-03-28,3,3.0,2017,2017.0,1.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
876047,397658,"Staying or living with family, temporary tenure (HUD)",2017-03-28,2017-05-05,3,5.0,2017,2017.0,38.0,60.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
876049,377721,"Staying or living with family, temporary tenure (HUD)",2017-03-26,2017-03-28,3,3.0,2017,2017.0,2.0,22.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
876051,447282,"Staying or living with family, temporary tenure (HUD)",2017-03-27,2017-07-04,3,7.0,2017,2017.0,99.0,20.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
876527,451900,"Staying or living with family, temporary tenure (HUD)",2017-03-28,2017-04-03,3,4.0,2017,2017.0,6.0,46.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
876528,452192,"Staying or living with family, temporary tenure (HUD)",2017-03-27,2017-03-29,3,3.0,2017,2017.0,2.0,41.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
876529,187276,"Rental by client, with other ongoing housing subsidy (HUD)",2017-03-28,2017-08-11,3,8.0,2017,2017.0,136.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
876530,451491,"Staying or living with family, temporary tenure (HUD)",2017-03-28,2017-05-15,3,5.0,2017,2017.0,48.0,47.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
